"Internal_reference","Survey","Polygon","Commonname","Validname","Family","Class","Order","RES","Type","Partial_cell_area","Density","Uncertainty","Uncertainty_measure","CI_95_low","CI_95_high","Location","Study_area"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.97,"Native Range",850.873531047567,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.49,"Native Range",976.202400109558,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.88,"Native Range",1052.28891543365,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.95,"Native Range",881.823927471149,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.49,"Native Range",974.877017261353,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.8,"Native Range",1052.28891543365,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.92,"Native Range",922.744344572042,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.51,"Native Range",973.55159074939,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.77,"Native Range",1052.28891543365,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.91,"Native Range",1059.27098422872,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.85,"Native Range",367.466350465334,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.53,"Native Range",810.958294272827,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.85,"Native Range",1052.28891543365,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.89,"Native Range",1077.74385828333,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.83,"Native Range",702.002402502749,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.56,"Native Range",620.893659882812,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.89,"Native Range",1052.28891543365,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.87,"Native Range",1077.74385828333,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.8,"Native Range",966.98477896447,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.59,"Native Range",825.092747611504,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.88,"Native Range",1052.28891543365,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.83,"Native Range",1077.74385828333,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.76,"Native Range",1102.69135690303,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.69,"Native Range",1026.74836377856,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.86,"Native Range",1052.28891543365,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.77,"Native Range",1077.74385828333,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.29,"Native Range",876.32876942085,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.47,"Native Range",443.025409702858,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.84,"Native Range",1026.74836377856,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.85,"Native Range",1052.28891543365,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.72,"Native Range",1077.74385828333,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.07,"Native Range",326.854322399706,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.26,"Native Range",238.952077787842,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.48,"Native Range",1001.12423440479,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.89,"Native Range",1026.74836377856,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.83,"Native Range",1052.28891543365,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.66,"Native Range",938.048070101307,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.26,"Native Range",265.564396846497,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.5,"Native Range",1001.12423440479,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.93,"Native Range",1026.74836377856,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.82,"Native Range",1052.28891543365,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.57,"Native Range",833.482073245239,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.28,"Native Range",292.157809629761,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.52,"Native Range",1001.12423440479,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.94,"Native Range",1026.74836377856,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.81,"Native Range",1052.28891543365,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.27,"Native Range",822.580653589905,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.3,"Native Range",313.535176815826,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.53,"Native Range",1001.12423440479,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.95,"Native Range",1026.74836377856,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.81,"Native Range",1052.28891543365,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.23,"Native Range",723.794128852739,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.33,"Native Range",314.366503991943,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.55,"Native Range",1001.12423440479,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.95,"Native Range",1026.74836377856,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.83,"Native Range",1052.28891543365,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.31,"Native Range",960.605936818028,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.36,"Native Range",312.772860616577,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.58,"Native Range",1001.12423440479,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.96,"Native Range",1026.74836377856,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.85,"Native Range",1052.28891543365,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.41,"Native Range",962.602724769716,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.38,"Native Range",310.9661204254,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.63,"Native Range",1001.12423440479,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.96,"Native Range",1026.74836377856,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.88,"Native Range",1052.28891543365,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.57,"Native Range",587.168720289051,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.39,"Native Range",303.106740875732,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.66,"Native Range",1001.12423440479,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.94,"Native Range",1026.74836377856,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.91,"Native Range",1052.28891543365,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.63,"Native Range",381.162788053589,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.43,"Native Range",291.705404423828,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.71,"Native Range",1001.12423440479,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.97,"Native Range",1026.74836377856,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.92,"Native Range",1052.28891543365,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.54,"Native Range",264.506825524189,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.49,"Native Range",280.30058911792,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.73,"Native Range",1001.12423440479,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.99,"Native Range",1026.74836377856,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.93,"Native Range",971.28062212277,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.55,"Native Range",268.892295083984,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
"015_Harwood et al (2009)_DFO","SE Beaufort Sea 2009","SE Beaufort Sea","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.77,"Native Range",1001.12423440479,0.0066,0.13,"SE density",NA,NA,"North Pacific","N"
